0131a35d-1d37-46ee-aed2-5ca12ac07ad4;145504cf-92c3-315f-a6f4-9ee375b26fae;1;Trimethylchlorosilane;Elementary flows/Emission to air/high population density;;Chlorosilane, trimethyl-;emissions to air/high. pop.;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
b66104c3-8096-4c8d-abbc-cae04770d8d1;ef42e0bc-b19b-335d-a8b3-1fde914bece4;1;Trimethylchlorosilane;Elementary flows/Emission to air/low population density, long-term;;Chlorosilane, trimethyl-;emissions to air/low. pop., long-term;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
fa442f6a-4fc6-4c57-942b-c84c6c41c8b4;662105c8-d8c9-3086-8789-cb6fa62423a2;1;Trimethylchlorosilane;Elementary flows/Emission to air/unspecified;;Chlorosilane, trimethyl-;emissions to air/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
d46ae140-6502-4335-ab1c-9d6eab19ce78;700d84b9-2b46-33ec-8f8b-4ce3e92941a1;1;Chlorosulfonic acid;Elementary flows/Emission to air/high population density;;Chlorosulfonic acid;emissions to air/high. pop.;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
c7d6ba99-2de5-4a3d-9a9d-f3303c2d9a5b;b2c15c7e-4d3c-3d50-9d71-b773ff1b5d34;1;Chlorosulfonic acid;Elementary flows/Emission to water/fresh water;;Chlorosulfonic acid;emissions to water/river;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
06b8a67f-5044-4060-be71-04e1dfc31e24;8745ff1b-d3dc-377b-9122-c04808933047;1;Chlorothalonil;Elementary flows/Emission to soil/agricultural;;Chlorothalonil;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
736923cd-6eb7-4896-98f8-46951d56da97;87bec94c-ed0c-38e0-8005-f6a1c5027a9a;1;Chlorpyrifos;Elementary flows/Emission to soil/agricultural;;Chlorpyrifos;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
e8bc4c9e-c34f-4983-aea0-2433f3397a3a;98a886ef-1f70-3585-a92b-51dc3f3ad890;1;Chlorotoluron;Elementary flows/Emission to soil/agricultural;;Chlortoluron;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
4dbacf72-5a37-407e-9f02-1e618e58075a;1f42e935-b32c-38d5-8694-70594cfa5096;1;Chlorsulfuron;Elementary flows/Emission to soil/agricultural;;Chlorsulfuron;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
2b3cf153-0dd6-4b79-b0d4-b4df832f3a7e;f955efb5-3329-3ae3-a64a-e2966d3e3986;1;Chlorpyrifos methyl;Elementary flows/Emission to soil/agricultural;;Chlorpyrifos methyl;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
69b50a29-addb-455f-823d-ed2ed68e8bb5;a8971773-5043-35ab-9fec-4b9346ef14d3;1;Choline chloride;Elementary flows/Emission to soil/agricultural;;Choline chloride;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
a60e0354-94a4-4377-8ded-21f5db15f753;047c802e-9e63-34f2-96e9-3b2f7b0985fc;1;Chromium III;Elementary flows/Emission to air/high population density;;Chromium;emissions to air/high. pop.;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
017c1ca1-8e93-3c85-b743-c8676bfd305a;45f2ab32-e825-3e55-bca3-7fcf33ca1f01;1;Chromium III;Elementary flows/Emission to air/low population density;;Chromium;emissions to air/low. pop.;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
e6849199-0b26-30c5-a172-d9ed0dcdc6d8;79be44d0-770b-3add-bd3c-74cd2583da36;1;Chromium III;Elementary flows/Emission to air/lower stratosphere + upper troposphere;;Chromium;emissions to air/stratosphere + troposphere;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
08a91e70-3ddc-11dd-9f7b-0050c2490048;09533841-9232-306d-996b-aa29b3efe771;1;Chromium III;Elementary flows/Emission to air/unspecified;;Chromium;emissions to air/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
08a91e70-3ddc-11dd-9f79-0050c2490048;e460f70b-2435-35d3-bc65-0f22bab2a626;1;Chromium III;Elementary flows/Emission to soil/agricultural;;Chromium;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
9c2b7226-37a8-4958-bb1b-d7a062d9e509;74b6bede-3761-3c65-873f-95f0acaa6c16;1;Chromium III;Elementary flows/Emission to soil/industrial;;Chromium;emissions to soil/industrial;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
e0336c9b-a0ff-4ae3-b8bb-ca1e46bbbc11;569c0af7-3bc0-39dd-865e-f4411211d612;1;Chromium III;Elementary flows/Emission to soil/unspecified;;Chromium;emissions to soil/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
7c84d9a4-a5bb-4fe5-95ad-b51a096a255a;517590d8-13cc-32d0-9869-8e36d759d5e4;1;Chromium III;Elementary flows/Emission to water/fresh water;;Chromium;emissions to water/river;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
e189e2d4-3d3f-4ada-b302-91611784311f;a803a01d-c949-3e1c-93e8-860d6e6349fa;1;Chromium;Elementary flows/Resource/in ground;;Chromium;resources/in ground;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
1c87de06-e58f-4684-a54c-d29f1a251a87;8f6818f6-b487-3db8-8dee-2a861eab7847;1;Chromium III;Elementary flows/Emission to water/ground water;;Chromium;emissions to water/groundwater;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
58bf9dfe-8bbb-4970-8a62-1fc90606d402;e591484b-3743-3e38-9a40-c42761d37ed5;1;Chromium III;Elementary flows/Emission to water/lake;;Chromium;emissions to water/lake;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
d98f0ec0-bf19-4c90-a457-a8593dec497f;5ef92346-3ca8-323a-9620-94cfbb3785fd;1;Chromium III;Elementary flows/Emission to water/ocean;;Chromium;emissions to water/ocean;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
63e7b036-8549-11e0-9d78-0800200c9a66;c145f63f-dd89-39d9-bb38-92367c12786b;1;Chromium III;Elementary flows/Emission to water/unspecified;;Chromium;emissions to water/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
7a59e8d5-cd11-4ee7-b1ca-30979d2b0b3a;307bd097-19f1-38ad-b83e-75fd6b7b5b6c;1;Chromium VI;Elementary flows/Emission to air/high population density;;Chromium VI;emissions to air/high. pop.;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
03b279a7-4626-4703-a451-d0650599dbd9;28d064bf-6a0d-3ffb-a52a-0bce38cb1b06;1;Chromium VI;Elementary flows/Emission to air/low population density;;Chromium VI;emissions to air/low. pop.;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
c2e854f9-fe22-4fe7-9083-cf6d0a8c7254;e055ffc7-7a26-3d24-8517-b66de8bb57b1;1;Chromium VI;Elementary flows/Emission to air/low population density, long-term;;Chromium VI;emissions to air/low. pop., long-term;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
81e17d9a-3e0b-414e-9b2e-eca7e5b3bd4a;c37fc696-5d22-3c39-a1dc-5a54c08b7c69;1;Chromium VI;Elementary flows/Emission to air/unspecified;;Chromium VI;emissions to air/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
68ba2022-830e-45fb-8c85-b35e94754ae9;5247b64f-08ee-33ba-b07d-d23bdaadffda;1;Chromium VI;Elementary flows/Emission to soil/unspecified;;Chromium VI;emissions to soil/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
9bbae55a-35de-4eff-a219-814a9fec5ac2;bb568245-961e-3078-8b60-d55dd2e5f7a8;1;Chromium VI;Elementary flows/Emission to water/ground water;;Chromium VI;emissions to water/groundwater;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
ef475b50-9cd0-4e7c-9c59-07868fe16e91;fbfd3779-6040-3610-bad3-cb858b51d9e9;1;Chromium VI;Elementary flows/Emission to water/ground water, long-term;;Chromium VI;emissions to water/groundwater, long-term;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
81b3321a-c9d8-4104-a974-5460f1bc5029;76d43c30-70ea-324e-9756-437d445ae16e;1;Chromium VI;Elementary flows/Emission to water/ocean;;Chromium VI;emissions to water/ocean;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
caa6bc06-e7e6-4f08-acd3-2163db51e395;d12206c6-1d69-3c24-81e3-479fbb7d64e3;1;Chromium VI;Elementary flows/Emission to water/fresh water;;Chromium VI;emissions to water/river;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
a9ec0c9b-982a-4329-99ae-dab1f9fb62d3;33030e9a-179d-3273-b1b8-3c6d98db2e2a;1;Chromium VI;Elementary flows/Emission to water/unspecified;;Chromium VI;emissions to water/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
4bb0b90f-08cf-3dbb-806d-93a198d4a0a6;bbd1850d-6e0a-36a5-8215-6a36d194f664;1;Chromium, resource correction;Elementary flows/Resource/unspecified;;Chromium, resource correction;resources/in ground;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
caffa231-9312-46b9-bbdf-c2782d225ef0;fba6dad8-8aa3-373e-9ee0-45b24d20b312;1;Chromium-51;Elementary flows/Emission to air/low population density;;Chromium-51;emissions to air/low. pop.;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
089c048e-f098-452a-b0da-f3480d8725bd;8a56fe78-82c2-37cb-9263-0b6caa363e11;1;Chromium-51;Elementary flows/Emission to water/fresh water;;Chromium-51;emissions to water/river;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
c492ac36-a5e1-446c-92c5-110a55654a80;f6b10e16-2a8c-3ba9-9e4d-a74b8b520687;1;Chrysene;Elementary flows/Emission to air/unspecified;;Chrysene;emissions to air/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
fe0acd60-3ddc-11dd-a7b9-0050c2490048;603cec69-0420-36ad-9e5a-73729d1f4aee;1;Chrysene;Elementary flows/Emission to water/ocean;;Chrysene;emissions to water/ocean;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
680e7af3-30cb-4581-b650-b04fa1eb791a;192cb836-c64b-36b1-b6de-1b435c2d3f6a;1;Chrysene;Elementary flows/Emission to water/fresh water;;Chrysene;emissions to water/river;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
c5f5aeb8-7558-4a0c-9594-27621b9cfbc5;b68db1c4-a5b6-3b4d-b0fc-3650581687e2;1;Chrysotile;Elementary flows/Resource/in ground;;Chrysotile;resources/in ground;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
c0f2ec91-162c-4706-b08c-9aa212fbe176;13e71472-0563-3252-83c4-bf0e367ba4f0;1;Cinidon-ethyl;Elementary flows/Emission to soil/agricultural;;Cinidon-ethyl;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
15545dca-018d-4f7f-aa1f-796b707180af;2e31c016-9a74-3ba8-9fcf-2d006b731d61;1;Cinnabar;Elementary flows/Resource/in ground;;Cinnabar;resources/in ground;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
f509a295-e2a2-37cb-b61e-94807d9be413;5518add2-0791-38c5-924a-710a3a116e38;1;Clay;Elementary flows/Resource/in ground;;Clay;resources/in ground;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
93806a54-46f5-409c-99c5-4144a1e73b5d;a64f2142-35ce-3db0-8170-836cddc9caee;1;Clay, bentonite;Elementary flows/Resource/in ground;;Clay, bentonite;resources/in ground;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
f7519ca9-5ffc-41c3-a33e-806da82cfc0e;6f2864e3-5045-3345-baca-e7391497a51f;1;Clay, unspecified;Elementary flows/Resource/in ground;;Clay, unspecified;resources/in ground;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
873d28d3-e53b-46a6-aaa0-63b923f0a56c;d9b64242-fc87-3705-bfde-0a057a1d5efb;1;Clethodim;Elementary flows/Emission to soil/agricultural;;Clethodim;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
29fba89c-b900-4160-a5f1-129916933bca;5dc7501e-c668-3f85-bc5c-77cf4260e774;1;Clodinafop-propargyl;Elementary flows/Emission to soil/agricultural;;Clodinafop-propargyl;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
7120eec5-cf9a-4c69-83f2-f1a58813754c;822af32c-808f-33ee-b970-5fde3b82c3e8;1;Clomazone;Elementary flows/Emission to soil/agricultural;;Clomazone;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
a40f1ce3-e72f-48fa-8bba-174a1d4bf922;e1d0d0cd-f845-30e4-ba45-7cf11942043f;1;Clopyralid;Elementary flows/Emission to soil/agricultural;;Clopyralid;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
50eebfd4-1b99-45d6-a149-68a6d4568cb4;99d92ebd-3a0a-3965-a0a4-d8614ff87146;1;Cloquintocet-mexyl;Elementary flows/Emission to soil/agricultural;;Cloquintocet-mexyl;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
d0431945-ea71-4257-9be6-78a849cd5440;13d147d9-46d1-329c-a2e7-0ab7c366b0ac;1;Cloransulam-methyl;Elementary flows/Emission to soil/agricultural;;Cloransulam-methyl;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
024c9722-1e88-412b-8c4b-10c532be8dca;a7a1441d-42ac-33f7-85bc-f40e071f74a1;1;Coal, brown;Elementary flows/Resource/in ground;;Coal, brown;resources/in ground;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
b6d0042d-0ef8-49ed-9162-a07ff1ccf750;91e25ff1-a420-3569-9138-487fc824137d;1;Coal, hard;Elementary flows/Resource/in ground;;Coal, hard;resources/in ground;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
ca04300a-8338-4601-ba7c-66c10a4f6322;90fb2b0b-af3d-3ec5-b4ed-edf2740253b8;1;Cobalt II;Elementary flows/Emission to air/high population density;;Cobalt;emissions to air/high. pop.;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
b10faa87-2c1d-4f6e-aa65-9f80b376939a;58d2d6bc-934f-3bfa-b12f-fe9d2a71af02;1;Cobalt II;Elementary flows/Emission to air/low population density;;Cobalt;emissions to air/low. pop.;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
74eb3f02-09ec-46ce-8ee8-d67d0900136b;bb60ee54-a890-3b94-9bd3-087ba46aa5cc;1;Cobalt II;Elementary flows/Emission to air/low population density, long-term;;Cobalt;emissions to air/low. pop., long-term;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
f0e28a62-ddf9-4c93-af81-676a58c3f2d4;0917f001-f3fb-3226-91d5-91d0024e7b8c;1;Cobalt II;Elementary flows/Emission to air/unspecified;;Cobalt;emissions to air/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
9542444c-7c7a-48e2-bc9c-9c7c34fb7b3e;cb4d11ec-e552-3499-9db9-8150fde8e454;1;Cobalt II;Elementary flows/Emission to soil/agricultural;;Cobalt;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
381a22c9-3722-4378-810d-86958f7b6d32;4a37f5cc-0dc1-3f3f-9e69-0602af0c3771;1;Cobalt II;Elementary flows/Emission to soil/industrial;;Cobalt;emissions to soil/industrial;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
12051b95-831a-49c0-9a70-fbc0e8fb9af9;d3094f44-76f8-35fa-a957-b816ac80ddbe;1;Cobalt II;Elementary flows/Emission to soil/unspecified;;Cobalt;emissions to soil/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
f0d1c319-249f-4a89-b0e7-3a5a90a54036;4636d9ad-0ccf-3aa7-8353-12c7b19116d3;1;Cobalt II;Elementary flows/Emission to water/ground water;;Cobalt;emissions to water/groundwater;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
1e904267-caa3-40e6-a3a0-fc104489770b;8d4cbf13-a6b5-3a8d-9100-4fd9bf2e971f;1;Cobalt II;Elementary flows/Emission to water/ground water, long-term;;Cobalt;emissions to water/groundwater, long-term;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
caf066cf-40ce-47a8-ba4c-969fcd6019c7;f64b4523-29ba-360f-938c-1a8230110fb2;1;Cobalt II;Elementary flows/Emission to water/ocean;;Cobalt;emissions to water/ocean;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
e69510c5-d9c6-42aa-a6cb-ff6336b3eae4;128710fb-4fe8-324d-a61f-aca165fab483;1;Cobalt II;Elementary flows/Emission to water/fresh water;;Cobalt;emissions to water/river;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
33627701-feca-434d-a192-674a450eaaf7;dd9dab7c-2aad-36b1-b362-869ab2bfa68b;1;Cobalt II;Elementary flows/Emission to water/unspecified;;Cobalt;emissions to water/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
d0779a5e-6969-4144-954e-ceb81fb83f15;e033ceba-09d9-3ad9-828f-787546b36709;1;Cobalt;Elementary flows/Resource/in ground;;Cobalt;resources/in ground;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
9639cba1-6e37-4b14-9a3b-cd98e01ec1f2;a1169899-e191-36cc-8334-77a6ae891f8e;1;Cobalt-57;Elementary flows/Emission to water/fresh water;;Cobalt-57;emissions to water/river;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
033fb239-a6c7-4486-9f92-f5a80b346778;ee722ffa-97db-3e59-8e2c-13f6a8d6650d;1;Cobalt-58;Elementary flows/Emission to air/low population density;;Cobalt-58;emissions to air/low. pop.;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
70d0e8c8-8c46-4eee-ad05-92f05e8f129e;9f59e9ae-34e9-3c45-bd15-d64d28e55e66;1;Cobalt-58;Elementary flows/Emission to air/unspecified;;Cobalt-58;emissions to air/unspecified;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
305af6f4-1a7e-487e-8479-0e37e3ec9d9e;f9932526-71f1-3c65-9e01-136d07035f1c;1;Cobalt-58;Elementary flows/Emission to water/fresh water;;Cobalt-58;emissions to water/river;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
4a838a42-fa78-4b0a-92f9-588a3660809b;228a0f12-63d8-3e5a-a654-6a908d0146bb;1;Cobalt-58;Elementary flows/Emission to water/unspecified;;Cobalt-58;emissions to water/unspecified;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
441ef9b3-0df0-461b-bd84-358973e0c2ca;97293780-2dda-31b9-8265-a5461d745fd4;1;Cobalt-60;Elementary flows/Emission to air/low population density;;Cobalt-60;emissions to air/low. pop.;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
ab4a11c8-14f8-40f1-8c4e-888347bb2546;24aaea21-5748-3d3e-b5f1-252107d283f8;1;Cobalt-60;Elementary flows/Emission to air/unspecified;;Cobalt-60;emissions to air/unspecified;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
83fa5f74-baa4-46d3-a8b4-ada4379b70a3;1363209e-2b83-363b-8625-fe96edcb1f9d;1;Cobalt-60;Elementary flows/Emission to water/ocean;;Cobalt-60;emissions to water/ocean;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
92c58ab9-8864-45ea-86b2-00698ecc9df7;30b9efb1-b36e-3dd5-84aa-e925a01d21c1;1;Cobalt-60;Elementary flows/Emission to water/fresh water;;Cobalt-60;emissions to water/river;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
8d8e393e-39c4-44e1-b424-8eeefcd33560;d067b3bd-6182-30e8-9222-fe73247c9321;1;Cobalt-60;Elementary flows/Emission to water/unspecified;;Cobalt-60;emissions to water/unspecified;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
be10dd54-eb4d-48ae-9e14-7d79ce8b170d;19b1a8db-5058-3396-bcac-05c3ae3ef9be;1;COD, Chemical Oxygen Demand;Elementary flows/Emission to water/ground water;;COD, Chemical Oxygen Demand;emissions to water/groundwater;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
a8fea8cf-9b09-49fc-aa58-5a732494a2a0;a58f49c0-9088-3acb-86b4-cb4a0cb8a4ea;1;COD, Chemical Oxygen Demand;Elementary flows/Emission to water/ground water, long-term;;COD, Chemical Oxygen Demand;emissions to water/groundwater, long-term;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
ec76fb5c-b402-416b-825c-53e074fe7525;7a0277c8-53cc-35e2-a12a-ac87f0751239;1;COD, Chemical Oxygen Demand;Elementary flows/Emission to water/ocean;;COD, Chemical Oxygen Demand;emissions to water/ocean;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
b3cfad3f-b7da-490b-a491-8507a1bb7c4b;e9f73dd9-f04d-3733-9f3a-02b7e2f66db7;1;COD, Chemical Oxygen Demand;Elementary flows/Emission to water/fresh water;;COD, Chemical Oxygen Demand;emissions to water/river;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
961ccd56-2eee-4f57-bb18-fc4362b49000;17a7bda7-7286-3f4b-8a4b-3399d7e3c0c8;1;COD, Chemical Oxygen Demand;Elementary flows/Emission to water/unspecified;;COD, Chemical Oxygen Demand;emissions to water/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
ec72c523-9e1a-466a-98c3-e4098e90fd27;5b4ebcbd-a756-3e4b-a96d-265dc3c0d3ef;1;Colemanite;Elementary flows/Resource/in ground;;Colemanite;resources/in ground;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
