ID,Name,Description,Category,Flow type,CAS number,Chem. formula,Reference flow property
db471cdd-267b-4a85-9eb0-d83f58e94633,Dipropylamine,,Elementary flows/Emission to soil/forestry,elementary,000142-84-7,,Mass
204c521a-4b74-4489-9116-73210c5fd4c0,Dipropylamine,,"Elementary flows/Emission to water/fresh water, long-term",elementary,000142-84-7,,Mass
2ab05093-a8dc-32d5-b3d7-3ffc35ffd19f,Dipropylamine,,Elementary flows/Emission to air/indoor,elementary,000142-84-7,,Mass
22254736-5210-4ffa-8245-5dbdf1e77b03,Dipropylamine,,Elementary flows/Emission to soil/agricultural,elementary,000142-84-7,,Mass
d41ca591-569d-4fc8-8ef3-2fffe97041fb,Dipropylamine,,Elementary flows/Emission to soil/industrial,elementary,000142-84-7,,Mass
6c5a9bc2-a8ce-4b80-a3fa-68a77098eb2b,Dipropylamine,,Elementary flows/Emission to water/fresh water,elementary,000142-84-7,C6H15N,Mass
c7a2f5e7-cd50-3b99-bf9d-4dc7723225fb,Dipropylene glycol,,Elementary flows/Emission to soil/unspecified,elementary,025265-71-8,,Mass
155ee3c0-e294-3b8d-bc6d-bf448eba2bce,Dipropylene glycol,,"Elementary flows/Emission to water/ground water, long-term",elementary,025265-71-8,,Mass
83bff234-a1fc-3253-9f10-44eb17dec50e,Dipropylene glycol,,Elementary flows/Emission to soil/agricultural,elementary,025265-71-8,,Mass
6c8c5e18-6e80-3e55-a4c9-f671fbcbef49,Dipropylene glycol,,Elementary flows/Emission to air/indoor,elementary,025265-71-8,,Mass
ed4693f7-7811-3485-aaba-ae747b7630eb,Dipropylene glycol,,Elementary flows/Emission to air/lower stratosphere + upper troposphere,elementary,025265-71-8,,Mass
213fe1c3-6555-374e-b3a8-5b4beb6885cb,Dipropylene glycol,,Elementary flows/Emission to air/low population density,elementary,025265-71-8,,Mass
b9cf17b0-13fa-3619-932a-ec1869d8b442,Dipropylene glycol,,Elementary flows/Emission to air/high population density,elementary,025265-71-8,,Mass
3bb4980f-1b75-3c4e-85c5-6ad2a7780173,Dipropylene glycol,,Elementary flows/Emission to air/unspecified,elementary,025265-71-8,,Mass
f9e4cee2-9701-3693-8f7a-2423aa780677,Dipropylene glycol,,Elementary flows/Emission to water/unspecified,elementary,025265-71-8,,Mass
70e7799a-858a-3c21-9ab2-9be3fcda3d9a,Dipropylene glycol,,"Elementary flows/Emission to air/low population density, long-term",elementary,025265-71-8,,Mass
a77dad01-fedd-34f9-acaa-3ddca467cbcd,Dipropylene glycol,,Elementary flows/Emission to water/ocean,elementary,025265-71-8,,Mass
d92e5e28-db38-339e-ab60-dda24b9b3422,Dipropylene glycol,,Elementary flows/Emission to water/river,elementary,025265-71-8,,Mass
33f8bf64-b3fa-35f2-b6a9-481acdb50a97,Dipropylene Glycol Methyl Ether,,"Elementary flows/Emission to air/low population density, long-term",elementary,034590-94-8,,Mass
8e4db8a8-5b8a-3c02-999f-2c99097be9d5,Dipropylene glycol methyl ether,,Elementary flows/Emission to water/unspecified,elementary,034590-94-8,,Mass
4249e305-6b8f-3441-a0ce-4baae9c1a8e8,Dipropylene Glycol Methyl Ether,,Elementary flows/Emission to air/unspecified,elementary,034590-94-8,,Mass
e1e626fd-d196-362d-b38c-0603f46964c3,Dipropylene glycol methyl ether,,"Elementary flows/Emission to water/ground water, long-term",elementary,034590-94-8,,Mass
cf8dbe13-5c64-373e-bdc3-4ae16bf6766a,Dipropylene Glycol Methyl Ether,,Elementary flows/Emission to air/high population density,elementary,034590-94-8,,Mass
f954e73b-6507-360c-9482-ebacfc75a175,Dipropylene glycol methyl ether,,Elementary flows/Emission to soil/industrial,elementary,034590-94-8,,Mass
a924a8ab-05dd-3192-9caf-5d6c1bf5a588,Dipropylene glycol methyl ether,,Elementary flows/Emission to water/ocean,elementary,034590-94-8,,Mass
c63a33bd-2889-3fd2-822c-aef15ca08160,Dipropylene glycol methyl ether,,Elementary flows/Emission to soil/agricultural,elementary,034590-94-8,,Mass
8120bfaa-b823-31ad-8a86-c76550544ec0,Dipropylene Glycol Methyl Ether,,Elementary flows/Emission to air/low population density,elementary,034590-94-8,,Mass
824d4ea0-8324-37a5-bd21-5f8e1ff14963,Dipropylene Glycol Methyl Ether,,Elementary flows/Emission to air/lower stratosphere + upper troposphere,elementary,034590-94-8,,Mass
52bc07a2-04a8-33f0-bb9d-4f2e669b78c8,Dipropylene glycol methyl ether,,Elementary flows/Emission to soil/unspecified,elementary,034590-94-8,,Mass
3de10184-18cd-328a-89e9-d4b4196a9203,Dipropylene glycol methyl ether,,Elementary flows/Emission to water/river,elementary,034590-94-8,,Mass
e1358f9c-c7cf-35f0-aa30-8f285976b38b,Dipropylene Glycol Methyl Ether,,Elementary flows/Emission to air/indoor,elementary,034590-94-8,,Mass
64234324-5e31-3346-b5d1-785554087098,Dipropylthiocarbamic acid S-ethyl ester,,Elementary flows/Emission to air/indoor,elementary,000759-94-4,,Mass
35c9f994-d4fa-46bf-b804-e5d03995f1a5,Dipropylthiocarbamic acid S-ethyl ester,,Elementary flows/Emission to soil/agricultural,elementary,000759-94-4,,Mass
0716e9ee-53d6-4c37-8d4f-49827fd80b17,Dipropylthiocarbamic acid S-ethyl ester,,Elementary flows/Emission to soil/industrial,elementary,000759-94-4,C9H19NOS,Mass
eb580880-8b57-4dc1-92d1-16e9fab51038,Dipropylthiocarbamic acid S-ethyl ester,,"Elementary flows/Emission to air/low population density, long-term",elementary,000759-94-4,,Mass
9de9e39c-bd43-4a46-a87e-a89a616b0139,Dipropylthiocarbamic acid S-ethyl ester,,Elementary flows/Emission to water/unspecified,elementary,000759-94-4,C9H19NOS,Mass
dfa2a12d-a666-4813-b3bf-274186b0044b,Dipropylthiocarbamic acid S-ethyl ester,,Elementary flows/Emission to water/ocean,elementary,000759-94-4,C9H19NOS,Mass
3d276433-b58b-40d9-86f9-33a77ed04341,Dipropylthiocarbamic acid S-ethyl ester,,Elementary flows/Emission to soil/unspecified,elementary,000759-94-4,C9H19NOS,Mass
110dca88-d495-420b-80f8-7ef398ab3572,Dipropylthiocarbamic acid S-ethyl ester,,Elementary flows/Emission to air/unspecified,elementary,000759-94-4,,Mass
e81d73a6-ec78-4fa4-83bd-d94b96a24095,Dipropylthiocarbamic acid S-ethyl ester,,Elementary flows/Emission to air/high population density,elementary,000759-94-4,C9H19NOS,Mass
fffea736-a3e6-4158-8120-19b6f987725b,Dipropylthiocarbamic acid S-ethyl ester,,Elementary flows/Emission to soil/forestry,elementary,000759-94-4,C9H19NOS,Mass
e3355083-69b4-4ebc-930d-12c126c0a489,Dipropylthiocarbamic acid S-ethyl ester,,Elementary flows/Emission to air/low population density,elementary,000759-94-4,C9H19NOS,Mass
e22f1249-4b22-4c21-b747-c5fc07642bbc,Dipropylthiocarbamic acid S-ethyl ester,,Elementary flows/Emission to air/lower stratosphere + upper troposphere,elementary,000759-94-4,,Mass
95e5d5d8-4c53-418e-b1ec-9a23b51e5e55,Dipropylthiocarbamic acid S-ethyl ester,,Elementary flows/Emission to water/fossil-,elementary,000759-94-4,C9H19NOS,Mass
55698d7b-8480-302d-b5ef-6b91c35b5c0e,Dipyrone,,Elementary flows/Emission to air/high population density,elementary,000068-89-3,,Mass
17256320-2857-363f-83ee-ca3e794c9050,Dipyrone,,"Elementary flows/Emission to air/low population density, long-term",elementary,000068-89-3,,Mass
dad28cca-b094-3744-909c-f4c76215f43a,Dipyrone,,Elementary flows/Emission to soil/forestry,elementary,000068-89-3,,Mass
f099d0e3-6241-4dd9-a697-7cd470427b92,Dipyrone,,Elementary flows/Emission to soil/unspecified,elementary,000068-89-3,,Mass
3c290c41-a250-3b8c-841e-f299543df711,Dipyrone,,Elementary flows/Emission to air/lower stratosphere + upper troposphere,elementary,000068-89-3,,Mass
d95a9b48-2e55-31c7-a30a-75145d9c393b,Dipyrone,,"Elementary flows/Emission to water/ground water, long-term",elementary,000068-89-3,,Mass
7f39055d-62cc-3a85-a60a-284092d60504,Dipyrone,,Elementary flows/Emission to air/unspecified,elementary,000068-89-3,,Mass
de8c0616-aa64-369a-81ee-bb3b83149fe1,Dipyrone,,Elementary flows/Emission to air/indoor,elementary,000068-89-3,,Mass
6d9a7afb-24e9-3a1c-aa7c-43b222d41200,Dipyrone,,Elementary flows/Emission to soil/industrial,elementary,000068-89-3,,Mass
4200df08-2e9a-347b-a134-5b2b05f37ffc,Dipyrone,,Elementary flows/Emission to water/ocean,elementary,000068-89-3,,Mass
ad7f3167-fa9e-3401-940b-1bec58cf42a1,Dipyrone,,Elementary flows/Emission to water/unspecified,elementary,000068-89-3,,Mass
ac27aaf2-fc3c-3645-abc8-2c076cbb0566,Dipyrone,,Elementary flows/Emission to air/low population density,elementary,000068-89-3,,Mass
bd2db811-3d5b-34f3-b8a0-98d5d0883d23,Dipyrone,,Elementary flows/Emission to water/river,elementary,000068-89-3,,Mass
204ed7b6-b675-3e5d-9595-b6dbdfbfcaa8,Dipyrone,,Elementary flows/Emission to soil/agricultural,elementary,000068-89-3,,Mass
a750bdf4-2146-4227-9595-2c5b1172c7d1,Diquat,,Elementary flows/Emission to air/unspecified,elementary,002764-72-9,,Mass
063a0cee-aa71-4ea6-85ca-045c74ca1a66,Diquat,"EcoSpold 2 elementary exchange, ID = 063a0cee-aa71-4ea6-85ca-045c74ca1a66",Elementary flows/Emission to soil/agricultural,elementary,2764-72-9,C12H12N2+2,Mass
29c3ac3b-9f30-4aa2-841e-56559e4688dd,Diquat,,Elementary flows/Emission to water/fresh water,elementary,002764-72-9,,Mass
2dbeb78d-5085-4bdf-b609-028fa215e4e6,Diquat,,Elementary flows/Emission to water/unspecified,elementary,002764-72-9,,Mass
772540ef-5a0a-42b5-9865-67038116ced1,Diquat,,"Elementary flows/Emission to water/ground water, long-term",elementary,002764-72-9,,Mass
32a2a78f-24c3-4666-9ef6-75307b83dfdf,Diquat,,Elementary flows/Emission to air/high population density,elementary,002764-72-9,C12H12N2,Mass
5445535e-049c-416f-924d-4201bb931897,Diquat,,Elementary flows/Emission to water/ocean,elementary,002764-72-9,C12H12N2,Mass
03710184-1867-44df-af9e-b9be14ab3183,Diquat,,"Elementary flows/Emission to air/low population density, long-term",elementary,002764-72-9,,Mass
b3882a7c-7af5-46d3-868c-bcbb2c170a7e,Diquat,,Elementary flows/Emission to water/ground water,elementary,002764-72-9,,Mass
a14457e9-ea91-4661-ab60-297cb9006ab1,Diquat,,"Elementary flows/Emission to water/fresh water, long-term",elementary,002764-72-9,,Mass
f2409525-9677-4881-b5c2-66d365611590,Diquat,,Elementary flows/Emission to water/lake,elementary,002764-72-9,,Mass
b892441d-9689-4c73-9a33-a4746de98cb6,Diquat,,"Elementary flows/Emission to water/river, long-term",elementary,002764-72-9,,Mass
c9218079-9df6-4942-a34f-4dd23c9b0a40,Diquat,,Elementary flows/Emission to air/lower stratosphere + upper troposphere,elementary,002764-72-9,,Mass
dc722153-84dd-48ca-87d1-696a83c5cf92,Diquat,,Elementary flows/Emission to soil/unspecified,elementary,002764-72-9,C12H12N2,Mass
a66e0536-85ad-4f97-ba2c-bcd7a55e8586,Diquat,,Elementary flows/Emission to air/low population density,elementary,002764-72-9,C12H12N2,Mass
18df923b-5f6d-46ad-9949-7972164ee0a4,Diquat,,Elementary flows/Emission to soil/forestry,elementary,002764-72-9,C12H12N2,Mass
7d23021a-de31-44ed-ac0d-6e19f457db8e,Diquat,,Elementary flows/Emission to water/fossil-,elementary,002764-72-9,C12H12N2,Mass
a0bfb1dc-6ad1-4908-b5cd-2f6524ed3ccc,Diquat,,Elementary flows/Emission to water/river,elementary,002764-72-9,,Mass
7a0e30d2-20e0-4bbb-ac66-90645f55feff,Diquat,,Elementary flows/Emission to soil/industrial,elementary,002764-72-9,C12H12N2,Mass
674b1f3a-f868-3bd2-a0e1-c4ae98cda6ba,Diquat,,Elementary flows/Emission to air/indoor,elementary,002764-72-9,,Mass
14b64efb-9dec-4aef-84cd-25877505241f,diquat dibromide,,Elementary flows/Emission to water/ocean,elementary,000085-00-7,,Mass
09d54f08-85ff-4f09-865b-4ca4c6bf8635,diquat dibromide,,Elementary flows/Emission to air/low population density,elementary,000085-00-7,,Mass
0dce0b58-9520-48c0-b371-0d856d44a109,diquat dibromide,,Elementary flows/Emission to soil/agricultural,elementary,000085-00-7,,Mass
7d42cef0-9fb3-4559-963d-f88c0878eb45,diquat dibromide,,"Elementary flows/Emission to air/low population density, long-term",elementary,000085-00-7,,Mass
ba18dde8-b27c-419e-92bb-b639c1ee3366,diquat dibromide,,Elementary flows/Emission to air/unspecified,elementary,000085-00-7,,Mass
329d57e1-1ca2-5df0-a83b-a78b8955585b,Diquat dibromide,"EcoSpold 2 elementary exchange, ID = 329d57e1-1ca2-5df0-a83b-a78b8955585b",Elementary flows/Emission to soil/forestry,elementary,85-00-7,C12H12Br2N2,Mass
e1d3f89a-1a8b-4f71-88c0-94f3ba65a68f,diquat dibromide,,"Elementary flows/Emission to water/fresh water, long-term",elementary,000085-00-7,,Mass
6909bb0e-aac8-46d9-875b-a405af7399df,diquat dibromide,,Elementary flows/Emission to water/river,elementary,000085-00-7,,Mass
c2ca6efc-a542-44b5-8d33-6e79bd0b29e9,diquat dibromide,,Elementary flows/Emission to soil/forestry,elementary,000085-00-7,,Mass
06849578-34b2-4ea1-bb29-82c529273b5e,diquat dibromide,,Elementary flows/Emission to water/fresh water,elementary,000085-00-7,,Mass
80f5619c-57f9-5d9f-8214-651a4d9ce805,Diquat dibromide,"EcoSpold 2 elementary exchange, ID = 80f5619c-57f9-5d9f-8214-651a4d9ce805",Elementary flows/Emission to water/ground water,elementary,85-00-7,C12H12Br2N2,Mass
0e0554ad-f6aa-472e-88e0-489f19bec2bb,Diquat dibromide,"EcoSpold 2 elementary exchange, ID = 0e0554ad-f6aa-472e-88e0-489f19bec2bb",Elementary flows/Emission to soil/agricultural,elementary,85-00-7,C12H12Br2N2,Mass
ac10f325-3192-4cc7-a52d-af74253868a5,diquat dibromide,,"Elementary flows/Emission to water/ground water, long-term",elementary,000085-00-7,,Mass
496f5423-c2fa-5a19-9f2c-6b0a4f010dd4,Diquat dibromide,"EcoSpold 2 elementary exchange, ID = 496f5423-c2fa-5a19-9f2c-6b0a4f010dd4",Elementary flows/Emission to air/low population density,elementary,85-00-7,C12H12Br2N2,Mass
38bbf44f-7272-4492-bafd-3e5e0c25c7bd,diquat dibromide,,Elementary flows/Emission to water/lake,elementary,000085-00-7,,Mass
caadaf38-26d2-3569-9aad-aefd22e72c06,Diquat dibromide,,Elementary flows/Emission to air/indoor,elementary,000085-00-7,,Mass
90bbd9a5-0ba0-522b-a94c-db314ea0f9c1,Diquat dibromide,"EcoSpold 2 elementary exchange, ID = 90bbd9a5-0ba0-522b-a94c-db314ea0f9c1",Elementary flows/Emission to water/unspecified,elementary,85-00-7,C12H12Br2N2,Mass
bf564cb0-acc3-45ed-abdb-02e905c388a9,diquat dibromide,,"Elementary flows/Emission to water/river, long-term",elementary,000085-00-7,,Mass
c2440b98-bcc9-45da-85bd-43388a5a3967,diquat dibromide,,Elementary flows/Emission to water/fossil-,elementary,000085-00-7,,Mass
ccb9d0c7-b763-4237-9297-bb16f49ef2de,diquat dibromide,,Elementary flows/Emission to water/unspecified,elementary,000085-00-7,,Mass
cbaad3a1-99e4-430b-a6d0-bd0dfd98ea56,diquat dibromide,,Elementary flows/Emission to soil/industrial,elementary,000085-00-7,,Mass
4df18e58-6760-4906-bf5c-ffd729393066,diquat dibromide,,Elementary flows/Emission to soil/unspecified,elementary,000085-00-7,,Mass
2d61a2d2-986a-414b-8c3a-ddb077849483,diquat dibromide,,Elementary flows/Emission to air/high population density,elementary,000085-00-7,,Mass
a20bde8a-6f75-4a5b-83d0-e5b370790cc9,diquat dibromide,,Elementary flows/Emission to water/ground water,elementary,000085-00-7,,Mass
6277f1cf-891a-4f69-8d5e-9910ce06bf05,diquat dibromide,,Elementary flows/Emission to air/lower stratosphere + upper troposphere,elementary,000085-00-7,,Mass
eb71ce59-d412-4e1e-a496-06134cf9d3d3,"Disinfectants, unspecified",,Elementary flows/Emission to water/surface water,elementary,,,Mass
0f333e4d-e5ad-49e8-b24f-875456125ad4,"Disinfectants, unspecified",,Elementary flows/Emission to water/ground water,elementary,,,Mass
7ab739f8-8846-4b20-a36b-c35e27053073,"Disinfectants, unspecified",,"Elementary flows/Emission to water/ground water, long-term",elementary,,,Mass
9da5c6d0-92f0-4a7c-933b-7e14d980975a,"Disinfectants, unspecified",,Elementary flows/Emission to water/unspecified,elementary,,,Mass
576d7e08-4dd0-473b-b62f-86cbfda51651,"Disinfectants, unspecified",,Elementary flows/Emission to water/ocean,elementary,,,Mass
3151fb2a-3229-3d31-9783-c48f8546d863,"Disodium 4,4'-bis(2-sulfostyryl)biphenyl",,Elementary flows/Emission to soil/forestry,elementary,027344-41-8,,Mass
bb4398c5-f872-3be3-86eb-a6e0fe5ca97d,"Disodium 4,4'-bis(2-sulfostyryl)biphenyl",,Elementary flows/Emission to soil/agricultural,elementary,027344-41-8,,Mass
15d5ba63-ef9d-3bfe-98ae-aeb17991158f,"Disodium 4,4'-bis(2-sulfostyryl)biphenyl",,"Elementary flows/Emission to water/ground water, long-term",elementary,027344-41-8,,Mass
47b76fdd-3db1-3095-818e-38b23f0e8f23,"Disodium 4,4'-bis(2-sulfostyryl)biphenyl",,"Elementary flows/Emission to air/low population density, long-term",elementary,027344-41-8,,Mass
553a9cc6-7239-3cf1-80bc-aa19cc78ec2c,"Disodium 4,4'-bis(2-sulfostyryl)biphenyl",,Elementary flows/Emission to air/lower stratosphere + upper troposphere,elementary,027344-41-8,,Mass
e2ea0881-8e4b-4942-82a9-652d4e105204,"Disodium 4,4'-bis(2-sulfostyryl)biphenyl",,Elementary flows/Emission to soil/unspecified,elementary,027344-41-8,,Mass
38b1c01a-acb2-3774-bb0a-34cf5f2b8c53,"Disodium 4,4'-bis(2-sulfostyryl)biphenyl",,Elementary flows/Emission to soil/industrial,elementary,027344-41-8,,Mass
5ee32296-03cc-3329-a438-5683e30c36ad,"Disodium 4,4'-bis(2-sulfostyryl)biphenyl",,Elementary flows/Emission to air/high population density,elementary,027344-41-8,,Mass
7d8ccaf6-3fae-30a6-9ed4-5092e9041f6b,"Disodium 4,4'-bis(2-sulfostyryl)biphenyl",,Elementary flows/Emission to water/unspecified,elementary,027344-41-8,,Mass
3871ab93-0022-33c6-87ca-6cfd0682b567,"Disodium 4,4'-bis(2-sulfostyryl)biphenyl",,Elementary flows/Emission to air/indoor,elementary,027344-41-8,,Mass
f958781b-b453-37f9-80cd-286332d24e7c,"Disodium 4,4'-bis(2-sulfostyryl)biphenyl",,Elementary flows/Emission to air/unspecified,elementary,027344-41-8,,Mass
b6ae064f-bab6-355f-b533-9426828d5187,"Disodium 4,4'-bis(2-sulfostyryl)biphenyl",,Elementary flows/Emission to air/low population density,elementary,027344-41-8,,Mass
f160f8d7-07d4-3bba-a74b-1e63fd0c1e19,"Disodium 4,4'-bis(2-sulfostyryl)biphenyl",,Elementary flows/Emission to water/ocean,elementary,027344-41-8,,Mass
a239093e-8c69-3102-9937-a19101de7ecb,"Disodium 4,4'-bis(2-sulfostyryl)biphenyl",,Elementary flows/Emission to water/river,elementary,027344-41-8,,Mass
bd684db4-e96d-3168-bba3-01c613536d18,Disodium acid methane arsenate,,Elementary flows/Emission to water/unspecified,elementary,000144-21-8,,Mass
a9fc6631-9618-372d-80aa-657e4ff9f677,Disodium acid methane arsenate,,Elementary flows/Emission to air/indoor,elementary,000144-21-8,,Mass
072d2a2c-7c44-3552-ad9a-2123712b5728,Disodium acid methane arsenate,,Elementary flows/Emission to air/unspecified,elementary,000144-21-8,,Mass
0a301f25-2f96-3cb6-a5fa-aed3d9795718,Disodium cyanodithioimidocarbonate,,Elementary flows/Emission to soil/industrial,elementary,000138-93-2,,Mass
ff624dfb-f7c4-3d40-8b34-8f2e61be8c1c,Disodium cyanodithioimidocarbonate,,Elementary flows/Emission to water/ground water,elementary,000138-93-2,,Mass
04e94e59-fbb5-32d3-b9b4-60921b36213f,Disodium cyanodithioimidocarbonate,,Elementary flows/Emission to air/low population density,elementary,000138-93-2,,Mass
caef25ba-b265-39af-abd7-35554b87a5c3,Disodium cyanodithioimidocarbonate,,Elementary flows/Emission to soil/forestry,elementary,000138-93-2,,Mass
8fb49e25-0e3a-3f77-b2b6-552f36fa929b,Disodium cyanodithioimidocarbonate,,Elementary flows/Emission to water/river,elementary,000138-93-2,,Mass
9c3b97d2-1e9c-3029-9ace-14aafa1dda2e,Disodium cyanodithioimidocarbonate,,Elementary flows/Emission to air/indoor,elementary,000138-93-2,,Mass
115ff59c-759f-3f82-b05b-cdc2bfde1a8d,Disodium cyanodithioimidocarbonate,,Elementary flows/Emission to air/lower stratosphere + upper troposphere,elementary,000138-93-2,,Mass
cc0e174c-ced3-3b94-986f-10dfdd8f3b11,Disodium cyanodithioimidocarbonate,,Elementary flows/Emission to soil/unspecified,elementary,000138-93-2,,Mass
d7c2d05a-6cd4-3fbb-9784-2453fa6b1435,Disodium cyanodithioimidocarbonate,,Elementary flows/Emission to air/high population density,elementary,000138-93-2,,Mass
4f73bf66-ef02-3bbb-a798-265a7a968ccc,Disodium cyanodithioimidocarbonate,,Elementary flows/Emission to water/unspecified,elementary,000138-93-2,,Mass
b0aa72a0-8ab0-35fa-9add-9f27e3265801,Disodium cyanodithioimidocarbonate,,"Elementary flows/Emission to air/low population density, long-term",elementary,000138-93-2,,Mass
bf356b43-041a-3a8e-97df-fe49954d7b1d,Disodium cyanodithioimidocarbonate,,"Elementary flows/Emission to water/ground water, long-term",elementary,000138-93-2,,Mass
e0579905-7358-33e0-9179-73053a5d5b0c,Disodium cyanodithioimidocarbonate,,Elementary flows/Emission to soil/agricultural,elementary,000138-93-2,,Mass
199fe794-07d3-336d-8f4c-68b53291ef86,Disodium cyanodithioimidocarbonate,,"Elementary flows/Emission to water/river, long-term",elementary,000138-93-2,,Mass
086850eb-e010-3aae-b48a-3795a4f974aa,Disodium cyanodithioimidocarbonate,,Elementary flows/Emission to water/ocean,elementary,000138-93-2,,Mass
3265fad3-4658-309e-ae80-459f889e019f,Disodium cyanodithioimidocarbonate,,Elementary flows/Emission to water/lake,elementary,000138-93-2,,Mass
c771b7c6-3f4f-3de4-9b16-559f08065354,Disodium cyanodithioimidocarbonate,,Elementary flows/Emission to air/unspecified,elementary,000138-93-2,,Mass
51162364-0fb1-3630-b9fc-a47e0a217347,Disodium ethydronate,,"Elementary flows/Emission to air/low population density, long-term",elementary,007414-83-7,,Mass
0341983b-fa07-3720-afdb-3b28e216d101,Disodium ethydronate,,Elementary flows/Emission to air/high population density,elementary,007414-83-7,,Mass
1e0712e5-3f0a-32b1-9133-9bad2e19f9c5,Disodium ethydronate,,Elementary flows/Emission to air/indoor,elementary,007414-83-7,,Mass
787997fb-6b2b-3edb-9a18-5125e0aa6a06,Disodium ethydronate,,"Elementary flows/Emission to water/ground water, long-term",elementary,007414-83-7,,Mass
1336b380-a611-36c0-904f-814a1bbb5cfa,Disodium ethydronate,,Elementary flows/Emission to soil/industrial,elementary,007414-83-7,,Mass
f8d3257f-35d0-3f10-869e-bf9e91373970,Disodium ethydronate,,Elementary flows/Emission to air/unspecified,elementary,007414-83-7,,Mass
eb49d63d-8bc6-37af-bf88-40ac2f63eae7,Disodium ethydronate,,Elementary flows/Emission to water/river,elementary,007414-83-7,,Mass
7a52ced3-b2bf-3dc8-a17a-647799881bf0,Disodium ethydronate,,Elementary flows/Emission to water/ocean,elementary,007414-83-7,,Mass
173472c1-4f6d-3fad-9297-405922a3f3a3,Disodium ethydronate,,Elementary flows/Emission to water/unspecified,elementary,007414-83-7,,Mass
0f16f66c-54a1-3314-9a7e-675e038155f4,Disodium ethydronate,,Elementary flows/Emission to air/lower stratosphere + upper troposphere,elementary,007414-83-7,,Mass
8ffff80c-6c68-357a-afaf-6d896cb3025d,Disodium ethydronate,,Elementary flows/Emission to soil/unspecified,elementary,007414-83-7,,Mass
98340e8d-9bd3-3292-8a21-ffdc38e374b2,Disodium ethydronate,,Elementary flows/Emission to air/low population density,elementary,007414-83-7,,Mass
6e8457e9-d266-388c-8340-7cd02479fa69,Disodium ethydronate,,Elementary flows/Emission to soil/agricultural,elementary,007414-83-7,,Mass
79cd1bbd-1202-426a-bd11-0e81c37166a9,Dissolved organic matter,,Elementary flows/Emission to water/unspecified,elementary,,,Mass
5ce634de-b810-4533-9efb-719c38fe7c09,Dissolved solids,,Elementary flows/Emission to water/unspecified,elementary,,,Mass
71ab2307-5ca5-4b22-9f13-3bac704c5e0c,Dissolved solids,,Elementary flows/Emission to water/fresh water,elementary,,,Mass
a28ab58d-b8ea-4552-974d-7d8f8cb90470,Dissolved solids,,Elementary flows/Emission to water/river,elementary,,,Mass
54c743a4-5438-4f3c-8e84-89b3e6ec0cc0,Dissolved solids,,Elementary flows/Emission to water/ground water,elementary,,,Mass
bd254636-6538-4bcf-b0e5-62a2e8252b57,Dissolved solids,,"Elementary flows/Emission to water/ground water, long-term",elementary,,,Mass
901a459c-9a1c-46a0-a785-6ec01a33b04f,Dissolved solids,,Elementary flows/Emission to water/ocean,elementary,,,Mass
cfecebe1-1e13-458d-85bc-d40a9f934927,Dissolved solids,,Elementary flows/Emission to water/surface water,elementary,,,Mass
d6245539-f8a9-38eb-9518-96a41909b606,Disulfiram,,Elementary flows/Emission to soil/agricultural,elementary,000097-77-8,,Mass
c34a31a8-7039-3ee2-987a-bb3e173fabe1,Disulfiram,,Elementary flows/Emission to water/unspecified,elementary,000097-77-8,,Mass
2b5ab24e-ef67-3edd-b287-63941556505f,Disulfiram,,Elementary flows/Emission to air/lower stratosphere + upper troposphere,elementary,000097-77-8,,Mass
29f11df5-a798-3812-8677-0e7366bb3669,Disulfiram,,"Elementary flows/Emission to water/ground water, long-term",elementary,000097-77-8,,Mass
5214ca47-42dd-32e0-b20b-fdad6c11e520,Disulfiram,,"Elementary flows/Emission to air/low population density, long-term",elementary,000097-77-8,,Mass
6da06450-8dab-3661-a72c-ec50b2ce973f,Disulfiram,,Elementary flows/Emission to water/ocean,elementary,000097-77-8,,Mass
8e1465da-1997-3dbd-a423-f8876a436bba,Disulfiram,,Elementary flows/Emission to air/low population density,elementary,000097-77-8,,Mass
f72f8fe8-6732-3891-b36f-e965d916f22d,Disulfiram,,Elementary flows/Emission to soil/forestry,elementary,000097-77-8,,Mass
750147d5-3572-4cb3-9547-e4d7b2778051,DISULFIRAM,,Elementary flows/Emission to soil/unspecified,elementary,000097-77-8,,Mass
b0b97512-a0ab-31bd-938b-cc570e66aa61,Disulfiram,,Elementary flows/Emission to air/indoor,elementary,000097-77-8,,Mass
d39f4b65-d93f-33b1-976c-88f33e7a44de,Disulfiram,,Elementary flows/Emission to water/river,elementary,000097-77-8,,Mass
bdc72a91-54c4-3d92-b2a5-7f18f6435e9d,Disulfiram,,Elementary flows/Emission to air/high population density,elementary,000097-77-8,,Mass
c1c37bbe-44ed-335d-a5c4-492ae4e29630,Disulfiram,,Elementary flows/Emission to air/unspecified,elementary,000097-77-8,,Mass
486391f7-69fd-307e-88a4-0a6d510ee654,Disulfiram,,Elementary flows/Emission to soil/industrial,elementary,000097-77-8,,Mass
344e985d-5fb3-4d20-98e1-1c94b249c132,Disulfoton,,Elementary flows/Emission to water/fresh water,elementary,000298-04-4,C8H19O2PS3,Mass
bb9d964d-840c-42a0-9589-d68c0bea3e6f,Disulfoton,,Elementary flows/Emission to water/ground water,elementary,000298-04-4,,Mass
06e9118b-4445-4f3c-a67b-8c4e7379a6e3,Disulfoton,,Elementary flows/Emission to water/lake,elementary,000298-04-4,,Mass
